"actor","tconst","primaryTitle","startYear","decade","genres","averageRating"
"John Cazale","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Vito Scotti","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Morgana King","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Tere Livrano","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Lou Martini Jr.","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"John Martino","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Nancy Hopton","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Salvatore Corsitto","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Marilyn Putnam","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Abe Vigoda","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"George Newman","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Nino Rota","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Richard Adee","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Julie Gregg","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Angelo Infanti","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Richard Conte","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Gianni Russo","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Phil Rhodes","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Philip Leto","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Saro Urzì","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Tony Giorgio","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Marlon Brando","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Carmine Coppola","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Gray Frederickson","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Corrado Gaipa","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Tommy Dorsey & His Orchestra","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Ron Gilbert","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Robert Duvall","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Gary Chazan","tt0068646","The Godfather",1972,"1970s","Crime,Drama",9.2
"Paul Zastupnevich","tt0069113","The Poseidon Adventure",1972,"1970s","Action,Adventure,Drama",7.1
"Arthur O'Connell","tt0069113","The Poseidon Adventure",1972,"1970s","Action,Adventure,Drama",7.1
"Paul Gallico","tt0069113","The Poseidon Adventure",1972,"1970s","Action,Adventure,Drama",7.1
"Byron Webster","tt0069113","The Poseidon Adventure",1972,"1970s","Action,Adventure,Drama",7.1
"John Crawford","tt0069113","The Poseidon Adventure",1972,"1970s","Action,Adventure,Drama",7.1
"Shelley Winters","tt0069113","The Poseidon Adventure",1972,"1970s","Action,Adventure,Drama",7.1
"Bob Hastings","tt0069113","The Poseidon Adventure",1972,"1970s","Action,Adventure,Drama",7.1
"Ernest Borgnine","tt0069113","The Poseidon Adventure",1972,"1970s","Action,Adventure,Drama",7.1
"Red Buttons","tt0069113","The Poseidon Adventure",1972,"1970s","Action,Adventure,Drama",7.1
"Eric Shea","tt0069113","The Poseidon Adventure",1972,"1970s","Action,Adventure,Drama",7.1
"Jack Albertson","tt0069113","The Poseidon Adventure",1972,"1970s","Action,Adventure,Drama",7.1
"Stella Stevens","tt0069113","The Poseidon Adventure",1972,"1970s","Action,Adventure,Drama",7.1
"Pamela Sue Martin","tt0069113","The Poseidon Adventure",1972,"1970s","Action,Adventure,Drama",7.1
"Fred Sadoff","tt0069113","The Poseidon Adventure",1972,"1970s","Action,Adventure,Drama",7.1
"Herman Lewis","tt0069113","The Poseidon Adventure",1972,"1970s","Action,Adventure,Drama",7.1
"Erik L. Nelson","tt0069113","The Poseidon Adventure",1972,"1970s","Action,Adventure,Drama",7.1
"Carol Lynley","tt0069113","The Poseidon Adventure",1972,"1970s","Action,Adventure,Drama",7.1
"Sheila Allen","tt0069113","The Poseidon Adventure",1972,"1970s","Action,Adventure,Drama",7.1
"Jan Arvan","tt0069113","The Poseidon Adventure",1972,"1970s","Action,Adventure,Drama",7.1
"Paul Stader","tt0069113","The Poseidon Adventure",1972,"1970s","Action,Adventure,Drama",7.1
"David Carey","tt0069289","Snoopy Come Home",1972,"1970s","Adventure,Animation,Comedy",7.3
"Ray Pohlman","tt0069289","Snoopy Come Home",1972,"1970s","Adventure,Animation,Comedy",7.3
"Shelby Flint","tt0069289","Snoopy Come Home",1972,"1970s","Adventure,Animation,Comedy",7.3
"Robin Kohn","tt0069289","Snoopy Come Home",1972,"1970s","Adventure,Animation,Comedy",7.3
"Johanna Baer","tt0069289","Snoopy Come Home",1972,"1970s","Adventure,Animation,Comedy",7.3
"Stephen Shea","tt0069289","Snoopy Come Home",1972,"1970s","Adventure,Animation,Comedy",7.3
"Don Ralke","tt0069289","Snoopy Come Home",1972,"1970s","Adventure,Animation,Comedy",7.3
"Lynda Mendelson","tt0069289","Snoopy Come Home",1972,"1970s","Adventure,Animation,Comedy",7.3
"Linda Ercoli","tt0069289","Snoopy Come Home",1972,"1970s","Adventure,Animation,Comedy",7.3
"Davor Antolic","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Ranko Gucevac","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Rastislav Jovic","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Husein Cokic","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Darinka Gvozdenovic","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Pero Buric","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Fikret Orle","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Sasa Mandic","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Boro Begovic","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Velimir 'Bata' Zivojinovic","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Eugen Verber","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Slobodan Velimirovic","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Zarko Mijatovic","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Vladan Holec","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Zoran Becic","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Andrej Nahtigal","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Dragan Stipic","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Zlatko Madunic","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Jozo Lepetic","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Hannjo Hasse","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Aleksandar Vojtov","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Ramiz Sekic","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Aleksandar Micic","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Rudi Alvadj","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Sutka Petrinic","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Axel Delmare","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Mihajlo Mrvaljevic","tt0069452","Walter Defends Sarajevo",1972,"1970s","Action,War",8.1
"Rossano Attrotico","tt0069824","Brother Sun, Sister Moon",1972,"1970s","Biography,Drama,History",7.2
"Pierre Baldini","tt0069824","Brother Sun, Sister Moon",1972,"1970s","Biography,Drama,History",7.2
"John Sharp","tt0069824","Brother Sun, Sister Moon",1972,"1970s","Biography,Drama,History",7.2
"Judi Bowker","tt0069824","Brother Sun, Sister Moon",1972,"1970s","Biography,Drama,History",7.2
"Nicholas Willatt","tt0069824","Brother Sun, Sister Moon",1972,"1970s","Biography,Drama,History",7.2
"Graham Faulkner","tt0069824","Brother Sun, Sister Moon",1972,"1970s","Biography,Drama,History",7.2
"Leigh Lawson","tt0069824","Brother Sun, Sister Moon",1972,"1970s","Biography,Drama,History",7.2
"Lee Montague","tt0069824","Brother Sun, Sister Moon",1972,"1970s","Biography,Drama,History",7.2
"Donald Sinden","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Raymond Gérôme","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Jean Sorel","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Colette Bergé","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Philippe Léotard","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Maurice Teynac","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Nicolas Vogel","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Edmond Bernard","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Frederick Forsyth","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Tony Britton","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Vernon Dobtcheff","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Delphine Seyrig","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Jacques François","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Maurice Denham","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Denis Carey","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Jean Tournier","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Bernard Archard","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Barrie Ingham","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Gérard Buhr","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Eric Porter","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Alan Badel","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Olga Georges-Picot","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Timothy West","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Jacques Alric","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Adrien Cayla-Legrand","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Edward Fox","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Cyril Cusack","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"David Swift","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Ludovic Paris","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Jean Martin","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Michel Auclair","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Van Doude","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Michael Lonsdale","tt0069947","The Day of the Jackal",1973,"1970s","Crime,Drama,Thriller",7.8
"Aldo Ravera","tt0070109","Giordano Bruno",1973,"1970s","Biography,Drama,History",7.1
"Ruggero Del Fabbro","tt0070109","Giordano Bruno",1973,"1970s","Biography,Drama,History",7.1
"Peter Larson","tt0070109","Giordano Bruno",1973,"1970s","Biography,Drama,History",7.1
"Umberto Scaglione","tt0070109","Giordano Bruno",1973,"1970s","Biography,Drama,History",7.1
"Pupino Samonà","tt0070109","Giordano Bruno",1973,"1970s","Biography,Drama,History",7.1
"Enrico Fanti","tt0070109","Giordano Bruno",1973,"1970s","Biography,Drama,History",7.1
"Benis Stratos","tt0070109","Giordano Bruno",1973,"1970s","Biography,Drama,History",7.1
"Gianni Tagliapietra","tt0070109","Giordano Bruno",1973,"1970s","Biography,Drama,History",7.1
"Adriano Pommodoro","tt0070109","Giordano Bruno",1973,"1970s","Biography,Drama,History",7.1
"Bruno Tessari","tt0070109","Giordano Bruno",1973,"1970s","Biography,Drama,History",7.1
"Enrico Manera","tt0070109","Giordano Bruno",1973,"1970s","Biography,Drama,History",7.1
"Gabriele Bentivoglio","tt0070109","Giordano Bruno",1973,"1970s","Biography,Drama,History",7.1
"Anna Maria Pescatori","tt0070109","Giordano Bruno",1973,"1970s","Biography,Drama,History",7.1
"D'Mitch Davis","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Bill Catching","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Peter Fain","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Nicki 'Ack' Aquilino","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Lois Walden","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Dino Seragusa","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Jeannie Bell","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Richard Romanus","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Juli Andelman","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Jaime Alba","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Harry Northup","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Ken Sinclair","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Robert Bateman","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Robert Wilder","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Lenny Scaletta","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"George Memmoli","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Cesare Danova","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Ray Barretto","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"David Proval","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Mardik Martin","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Bobbie Sierks","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Phil Spector","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Ken Konstantin","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"The Paragons","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Renato Carosone","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Martin Scorsese","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"David Osterhout","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Amy Robinson","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"B. Mitchel Reed","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Giuseppe Di Stefano","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Murray Moston","tt0070379","Mean Streets",1973,"1970s","Crime,Drama,Thriller",7.2
"Roland Grönros","tt0070463","New Mischief by Emil",1972,"1970s","Comedy,Drama,Family",7.3
"Hannelore Schroth","tt0070463","New Mischief by Emil",1972,"1970s","Comedy,Drama,Family",7.3
"Jan Ohlsson","tt0070463","New Mischief by Emil",1972,"1970s","Comedy,Drama,Family",7.3
"Lena Wisborg","tt0070463","New Mischief by Emil",1972,"1970s","Comedy,Drama,Family",7.3
"Phil Harris","tt0070608","Robin Hood",1973,"1970s","Adventure,Animation,Comedy",7.5
"Ken Curtis","tt0070608","Robin Hood",1973,"1970s","Adventure,Animation,Comedy",7.5
"Brian Bedford","tt0070608","Robin Hood",1973,"1970s","Adventure,Animation,Comedy",7.5
"Pat Buttram","tt0070608","Robin Hood",1973,"1970s","Adventure,Animation,Comedy",7.5
"Andy Devine","tt0070608","Robin Hood",1973,"1970s","Adventure,Animation,Comedy",7.5
"Roger Miller","tt0070608","Robin Hood",1973,"1970s","Adventure,Animation,Comedy",7.5
"Carole Shelley","tt0070608","Robin Hood",1973,"1970s","Adventure,Animation,Comedy",7.5
"George Lindsey","tt0070608","Robin Hood",1973,"1970s","Adventure,Animation,Comedy",7.5
"Monica Evans","tt0070608","Robin Hood",1973,"1970s","Adventure,Animation,Comedy",7.5
"Terry-Thomas","tt0070608","Robin Hood",1973,"1970s","Adventure,Animation,Comedy",7.5
"Larry Clemmons","tt0070608","Robin Hood",1973,"1970s","Adventure,Animation,Comedy",7.5
"George Bruns","tt0070608","Robin Hood",1973,"1970s","Adventure,Animation,Comedy",7.5
"Nancy Adams","tt0070608","Robin Hood",1973,"1970s","Adventure,Animation,Comedy",7.5
"Richard Hackman","tt0070643","Scarecrow",1973,"1970s","Drama",7.2
"Al Cingolani","tt0070643","Scarecrow",1973,"1970s","Drama",7.2
"Dorothy Tristan","tt0070643","Scarecrow",1973,"1970s","Drama",7.2
"Anatoli Yurchenko","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"Ivan Bondar","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"Valentin Grudinin","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"G. Pishchikov","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"Vladimir Brodskiy","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"A. Kovalsky","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"Vano Yantbelidze","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"Boris Boldyrevskiy","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"Stepan Fuchko","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"Viktor Miroshnichenko","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"Leonid Marchenko","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"Aleksandr Milyutin","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"Viloriy Pashchenko","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"Sergey Zayonts","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"Dmitriy Mirgorodskiy","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"Sergey Podgornyy","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"Leonid Bykov","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"Viktor Stepanenko","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"Valentin Makarov","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"Aleksandr Nemchenko","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"Ivan Reutov","tt0070861","Only Old Men Are Going to Battle",1974,"1970s","Comedy,Drama,War",8.2
"Nemesio Antúnez","tt0070959","State of Siege",1972,"1970s","Crime,Drama,Mystery",7.7
"Mario Montilles","tt0070959","State of Siege",1972,"1970s","Crime,Drama,Mystery",7.7
"Alejandro Cohen","tt0070959","State of Siege",1972,"1970s","Crime,Drama,Mystery",7.7
"Luis Poirot","tt0070959","State of Siege",1972,"1970s","Crime,Drama,Mystery",7.7
"Yvette Etiévant","tt0070959","State of Siege",1972,"1970s","Crime,Drama,Mystery",7.7
"Gilbert Brandini","tt0070959","State of Siege",1972,"1970s","Crime,Drama,Mystery",7.7
"Manuel Velasco","tt0070959","State of Siege",1972,"1970s","Crime,Drama,Mystery",7.7
"Douglas Harris","tt0070959","State of Siege",1972,"1970s","Crime,Drama,Mystery",7.7
"Robert Holmes","tt0070959","State of Siege",1972,"1970s","Crime,Drama,Mystery",7.7
"Rafael Benavente","tt0070959","State of Siege",1972,"1970s","Crime,Drama,Mystery",7.7
"Eduardo Naveda","tt0070959","State of Siege",1972,"1970s","Crime,Drama,Mystery",7.7
"Aldo Francia","tt0070959","State of Siege",1972,"1970s","Crime,Drama,Mystery",7.7
"Jean-François Gobbi","tt0070959","State of Siege",1972,"1970s","Crime,Drama,Mystery",7.7
"Roberto Navarrete","tt0070959","State of Siege",1972,"1970s","Crime,Drama,Mystery",7.7
"Martha Contreras","tt0070959","State of Siege",1972,"1970s","Crime,Drama,Mystery",7.7
"Eugenio Guzmán","tt0070959","State of Siege",1972,"1970s","Crime,Drama,Mystery",7.7
"Jerry Brouer","tt0070959","State of Siege",1972,"1970s","Crime,Drama,Mystery",7.7
